MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367708150,2022-01-01T00:01:07,29.73605,-95.13250,0.0,261.8,273.0,H DOUGLAS M,IMO9794161,WDI5400,31,0,22,,,52,A
367179990,2022-01-01T00:01:10,40.68639,-74.15897,0.0,160.1,176.0,MARJORIE B MCALLISTE,IMO7391020,WDD6957,31,0,32,9,3.9,52,A
368082370,2022-01-01T00:01:14,34.80587,-76.68309,0.0,131.6,161.0,PRINCE OF TIDES,,WDK7226,37,0,20,6,2.3,37,A
367109000,2022-01-01T00:01:05,27.81646,-97.42348,0.0,203.8,114.0,OVERSEAS HOUSTON,IMO9351062,WWAA,80,5,183,32,12.2,80,A
566621000,2022-01-01T00:00:01,29.73823,-95.12475,0.0,315.3,184.0,PERSEVERANCE V,IMO9730139,9V3115,80,5,225,,,80,A
367693590,2022-01-01T00:00:07,41.36503,-72.08450,0.0,245.1,298.0,MICHAEL,,WDI3946,31,0,21,8,,31,A
367344010,2022-01-01T00:01:09,41.69400,-87.91720,6.2,280.9,511.0,KIMBERLY SELVICK,,WDE3772,31,15,15,8,,31,A
367320160,2022-01-01T00:00:02,29.54942,-85.81455,8.1,290.9,288.0,HONOR,IMO9484950,WDE2080,31,0,28,9,4.0,31,A
367004030,2022-01-01T00:01:10,29.74794,-93.89420,0.0,316.4,511.0,TRENT JOSEPH,,WDE5440,31,0,20,7,,52,A
367589210,2022-01-01T00:00:07,38.36456,-76.98379,0.0,232.2,511.0,GALE,,WDG9578,31,0,19,7,,52,A
371716000,2022-01-01T00:00:08,33.13372,-118.03568,12.2,155.0,155.0,BLUE BAIE,IMO9309617,3EDT6,70,0,171,27,10.4,70,A
367074840,2022-01-01T00:00:54,29.78717,-95.08304,0.0,272.2,277.0,NORMAN,IMO8997974,WDF2367,31,0,29,9,,57,A
267188530,2022-01-01T00:00:58,35.08908,-90.10780,0.0,44.2,511.0,FLETCHER ARMSTRONG,,WTL7572,31,0,0,0,2.4,31,A
636016487,2022-01-01T00:01:06,21.12066,-64.74393,12.7,270.9,272.0,HORIZON,IMO9323637,D5GK5,70,0,178,28,9.7,70,A
316001749,2022-01-01T00:00:03,49.18088,-123.18438,0.0,351.7,276.0,SIYAY,,,51,8,,,,51,A
367430660,2022-01-01T00:00:06,32.63069,-117.10597,0.0,270.1,160.0,CRYSTAL II,,WDF2680,37,0,29,8,,37,A
538009216,2022-01-01T00:01:07,28.88992,-94.19745,13.4,99.0,103.0,SEAMAX DARIEN,IMO9243394,V7A4464,71,0,323,43,11.2,71,A
367350060,2022-01-01T00:01:10,38.32709,-75.10273,0.0,360.0,87.0,ANYA JO,IMO7047942,WDE4200,30,0,24,6,,99,A
367127060,2022-01-01T00:01:11,29.56587,-90.36635,0.0,275.9,511.0,CAPT MANUEL,,WAX9433,31,15,17,7,,90,A
367537970,2022-01-01T00:00:50,29.13598,-90.22024,6.3,353.2,355.0,HARVEY STEELER,IMO9665334,WDH2202,90,5,56,14,4.3,70,A
368148180,2022-01-01T00:00:59,29.45803,-94.84816,6.5,152.3,511.0,KAMI RENEE,,WDL6178,52,12,22,10,2.5,52,A
367505080,2022-01-01T00:00:59,29.70650,-95.04093,0.0,45.4,265.0,CAPT KIRK COLLETTI,,WDF9430,31,12,24,9,,57,A
338162692,2022-01-01T00:00:00,47.27044,-122.37382,12.6,311.8,511.0,BLUE HERON,,,37,,18,,,,B
367559010,2022-01-01T00:01:02,29.81504,-88.61630,8.4,277.9,511.0,MR FIC,IMO9677791,WDG6627,30,,32,8,,,B
367702460,2022-01-01T00:00:00,29.99695,-90.80228,5.4,225.6,221.0,SAFETY JOURNEY,,WDI4830,31,0,21,8,,31,A
368075180,2022-01-01T00:01:05,29.37563,-94.89235,0.0,248.0,511.0,RICHARD O,IMO0000001,WDK6504,57,12,22,9,2.9,57,A
316014621,2022-01-01T00:00:01,49.29124,-123.10387,13.3,205.7,202.0,BURRARD PACIFIC BREE,IMO9585003,,60,0,33,11,3.5,60,A
368081970,2022-01-01T00:00:03,29.78148,-93.34604,7.0,177.4,511.0,RALPH,,WDK7184,0,0,30,10,5.4,0,A
311492000,2022-01-01T00:00:02,27.74400,-82.52767,14.9,198.0,198.0,SERENADE OF THE SEAS,IMO9228344,C6FV8,60,0,293,32,8.5,69,A
368018070,2022-01-01T00:00:05,37.77735,-122.29915,0.0,116.4,92.0,ARGO,,WDJ8605,60,0,41,12,0.0,60,A
367700540,2022-01-01T00:00:13,47.53755,-122.24468,0.0,360.0,511.0,FOUR CAPTAINS,,WDI4637,37,,23,5,,,B
367481310,2022-01-01T00:00:02,30.07425,-88.45086,12.4,316.9,315.0,OSG COURAGEOUS,IMO9395707,WDF7122,31,0,42,11,5.5,52,A
367726790,2022-01-01T00:00:18,40.44733,-73.80318,0.5,38.1,511.0,WANDERER,,WDI7243,90,0,17,5,,50,A
338131000,2022-01-01T00:00:08,39.27167,-75.34772,7.6,136.6,135.0,GENESIS EAGLE,IMO9117260,WDG9347,31,0,37,11,4.9,57,A
367770680,2022-01-01T00:00:38,47.68370,-122.40414,0.0,163.0,511.0,ONWARD PURSUIT,,WDJ3719,37,,,,,,B
368078850,2022-01-01T00:00:59,27.84302,-97.07403,0.0,241.7,315.0,SIGNET AMERICA,IMO9430492,WDK6862,52,0,30,12,5.2,52,A
367380880,2022-01-01T00:01:03,37.79440,-122.28034,3.7,32.6,26.0,GEMINI,IMO9550747,WDE6488,60,0,34,8,1.9,60,A
367468920,2022-01-01T00:01:05,29.94340,-90.17449,0.0,255.9,511.0,ELWOOD JONES,,WDF5940,31,15,13,6,,31,A
369970571,2022-01-01T00:01:01,36.96151,-76.40966,0.0,187.6,31.0,MURDEN,,AELE,90,5,45,,,90,A
563107900,2022-01-01T00:01:12,49.30341,-123.10813,9.3,294.8,294.0,CD MANZANILLO,IMO9883120,9V6477,70,0,199,32,13.1,70,A
366766940,2022-01-01T00:01:04,19.03558,-67.52958,8.7,144.6,140.0,PATRIARCH,IMO7726524,WBN3014,31,0,39,11,5.2,52,A
367693590,2022-01-01T00:01:08,41.36503,-72.08443,0.0,249.5,298.0,MICHAEL,,WDI3946,31,0,21,8,,31,A
367740790,2022-01-01T00:00:48,48.81080,-122.72557,0.1,296.0,26.0,JAKE SHEARER,IMO9792773,WDI8655,31,1,33,,,31,A
368174430,2022-01-01T00:01:11,29.65426,-94.25860,4.3,66.1,65.0,HARRY BRINDELL,IMO0000044,WDL8945,57,15,141,34,2.9,57,A
368014910,2022-01-01T00:00:58,18.19619,-65.59412,8.0,283.9,511.0,AURORA,IMO7114018,WDJ8285,31,0,28,8,2.9,31,A
538006907,2022-01-01T00:00:26,43.65338,-68.32802,12.9,64.5,65.0,PALANCA RIO,IMO9747998,V7QS4,80,0,133,,,89,A
563126300,2022-01-01T00:01:04,29.71026,-93.85345,5.3,149.5,145.0,SERI EMPEROR,IMO9864318,9V6928,80,0,230,37,12.0,80,A
367156850,2022-01-01T00:01:12,30.05871,-93.66729,3.8,265.2,269.0,MARTHA T,IMO8301101,WDD5337,31,0,29,8,,52,A
366393970,2022-01-01T00:01:11,30.08270,-90.91122,0.0,333.9,511.0,HELEN G,,WBQ3865,31,5,18,6,,31,A
255806058,2022-01-01T00:00:03,34.58977,-71.25702,14.1,206.4,205.0,NORDPENGUIN,IMO9783007,CQIS8,80,0,237,44,8.3,80,A
367650000,2022-01-01T00:01:13,47.63453,-122.32796,0.0,360.0,197.0,ALASKA ENDEAVOR,IMO7933555,WDF7174,30,15,34,9,,30,A
367795990,2022-01-01T00:00:01,34.04788,-77.94036,7.7,182.6,511.0,SEA WOLF,,WDJ6261,31,11,18,7,,52,A
366892730,2022-01-01T00:01:15,35.22017,-75.73955,8.3,132.0,511.0,W STANFORD WHITE,IMO8986248,WDB3916,60,0,51,13,,60,A
367314490,2022-01-01T00:00:02,40.63373,-73.74706,0.0,306.3,109.0,SCHUYLKILL,,WDD9655,31,0,21,8,,52,A
367423260,2022-01-01T00:00:01,30.34532,-88.50723,0.0,251.2,511.0,WILLIAM,,WDF2392,31,5,21,9,,52,A
367637970,2022-01-01T00:00:02,29.95642,-90.39161,0.0,160.3,337.0,SHANNON MARY,,WDH6439,31,12,24,,,57,A
316001221,2022-01-01T00:01:18,49.29094,-122.97416,0.1,258.5,511.0,ISLAND CROWN,IMO7414092,CFK9388,31,0,23,7,4.1,52,A
367007550,2022-01-01T00:00:03,29.26591,-94.98998,4.0,39.4,511.0,BROWN WATER VIII,,WDC3417,31,0,18,6,,31,A
366845060,2022-01-01T00:01:01,29.31225,-94.80236,0.0,256.2,511.0,ASHTON T,,WDIJ,90,5,28,7,,60,A
368038090,2022-01-01T00:00:01,29.25491,-89.96927,0.3,209.0,511.0,GOL SAPPHIRE,IMO8964836,WDK2707,0,0,44,11,3.7,0,A
367010420,2022-01-01T00:00:01,41.25730,-72.03071,0.6,244.0,51.0,RACE POINT,,WDI5671,60,0,49,10,,60,A
366921540,2022-01-01T00:00:01,29.74060,-95.11132,5.4,249.5,511.0,CAPTAIN W D HADEN,IMO7814589,WCQ5440,31,0,32,10,4.4,52,A
367003520,2022-01-01T00:00:02,29.70630,-95.04615,0.1,148.2,358.0,NATHAN P,IMO8968234,WDF2427,31,12,26,9,,52,A
367432470,2022-01-01T00:00:09,33.96175,-77.94014,0.0,360.0,511.0,FLOYD J LUPTON,IMO8643169,WCZ6289,69,0,45,20,3.0,69,A
367596190,2022-01-01T00:00:59,30.03160,-89.75859,0.0,281.0,511.0,MISS SYDNEY,,WDH2300,31,0,20,,,31,A
368103550,2022-01-01T00:00:01,30.43584,-91.21864,0.0,357.4,125.0,DANNY OCKMAN,,WDK9420,0,15,20,9,2.7,0,A
367508280,2022-01-01T00:01:07,29.64197,-91.11410,0.0,252.8,261.0,SEKCO,,WDF9734,31,0,43,10,,57,A
367558180,2022-01-01T00:00:02,41.11262,-73.87962,9.4,5.3,2.0,POTOMAC,IMO9475806,WDG6546,31,0,30,10,4.0,52,A
367615320,2022-01-01T00:01:07,39.09592,-84.67064,4.3,117.8,108.0,DISCOVERY,,WDH4210,31,0,18,,,31,A
366755160,2022-01-01T00:00:10,38.32704,-75.10236,0.0,73.6,511.0,LADY ROSLYN,IMO7933696,WCY6619,30,,22,7,,,B
368122590,2022-01-01T00:01:08,35.82469,-121.71409,102.3,360.0,511.0,KAORI,,WDL3536,36,0,33,8,3.1,36,A
367049010,2022-01-01T00:00:54,29.87853,-89.89946,0.1,331.4,511.0,MISS TERRY,,WAO2809,60,15,12,4,,30,A
367637190,2022-01-01T00:01:10,29.77960,-92.18354,0.0,108.1,511.0,HAYDEN,IMO8988478,WDH6365,60,0,46,9,,60,A
367178330,2022-01-01T00:00:54,27.54592,-92.44366,0.1,319.0,105.0,AUGER TLP,,WDD6841,90,3,103,,,10,A
366990360,2022-01-01T00:01:04,30.18197,-93.31073,3.2,54.6,511.0,DELTA DUCK,,WDH7540,31,15,17,6,,31,A
366921540,2022-01-01T00:01:11,29.74006,-95.11337,6.6,249.2,511.0,CAPTAIN W D HADEN,IMO7814589,WCQ5440,31,0,32,10,4.4,52,A
366963490,2022-01-01T00:01:06,30.04951,-90.53955,0.0,39.6,511.0,ROBERT W TAYLOR,,WDB8743,31,0,17,7,,52,A
367634360,2022-01-01T00:01:12,41.10368,-73.87993,9.2,8.5,8.0,EVELYN CUTLER,IMO7319058,WDH6071,90,0,38,10,4.4,31,A
367609520,2022-01-01T00:01:07,29.12942,-90.20122,0.0,255.2,341.0,HARVEY CONDOR,IMO9582300,WJID,90,0,92,18,5.9,90,A
367153580,2022-01-01T00:01:03,29.76872,-86.98592,9.7,287.0,281.0,LA FORCE,IMO7326312,WDD5092,31,0,35,10,5.2,52,A
367463020,2022-01-01T00:01:08,29.48843,-92.14368,9.3,47.5,511.0,CAPTAIN RON,,WDF5422,60,15,33,7,,60,A
368072250,2022-01-01T00:01:06,30.03371,-89.90027,0.0,258.9,511.0,CAPT ZIGGY,,WDK6207,57,0,23,10,3.0,57,A
367501870,2022-01-01T00:01:11,29.59774,-90.66565,0.0,22.8,511.0,MISS AUDREY,,WDF9111,31,0,15,6,,52,A
368141380,2022-01-01T00:01:06,29.75753,-95.09453,0.0,20.0,27.0,GRAND ISLE,,WDH3120,57,0,114,17,2.8,57,A
720181000,2022-01-01T00:01:12,25.79949,-80.24993,0.0,321.9,511.0,MR BENITO,IMO8977106,CPA3020,70,0,33,10,3.5,70,A
367503580,2022-01-01T00:01:12,29.93565,-90.00049,0.0,277.9,305.0,DONNIE SONIER,,WDF9285,31,0,21,9,,57,A
316003663,2022-01-01T00:01:13,49.37557,-123.49620,6.7,256.4,257.0,SEASPAN CORSAIR,IMO7434779,CZ6447,31,0,25,7,3.9,52,A
367591130,2022-01-01T00:00:27,47.66219,-122.91827,0.0,360.0,511.0,SEMPER FI,,WDG9788,37,,12,,,,B
366880470,2022-01-01T00:01:12,36.76243,-76.29754,0.0,182.9,511.0,DOTTI J,,WCAE,31,0,17,7,,52,A
367402930,2022-01-01T00:00:50,38.41229,-82.58841,0.3,53.4,308.0,JEAN AKIN,,WDE8216,31,15,28,7,,31,A
367533950,2022-01-01T00:01:14,37.91336,-122.35053,0.1,45.1,511.0,EMPRESS,IMO8968284,WDG4191,60,0,24,6,,99,A
310780000,2022-01-01T00:01:06,18.12175,-64.52677,14.2,102.4,99.0,SKY PRINCESS,IMO9802396,ZCEV9,69,0,330,44,8.6,69,A
367428170,2022-01-01T00:01:01,30.44990,-91.19548,5.6,5.4,511.0,CAJUN HUSTLER,,WDF2447,31,0,17,6,,31,A
366695940,2022-01-01T00:00:18,42.38038,-71.04247,0.1,289.2,511.0,ZACHERY REINAUER,IMO7203302,WCU4692,31,0,30,8,3.8,52,A
316013431,2022-01-01T00:01:06,48.38625,-123.40494,19.3,295.2,293.0,PACIFIC SCOUT,,,50,15,19,6,2.9,50,A
367057570,2022-01-01T00:01:07,47.39553,-89.29157,12.5,76.3,75.0,PRESQUE ISLE,IMO7303877,WDH7560,79,0,0,0,6.6,79,A
367398790,2022-01-01T00:00:00,29.92472,-90.20960,6.9,304.8,301.0,JOHN GRIMSLEY 59,,WDE7876,31,12,40,12,,99,A
368090840,2022-01-01T00:00:00,29.85172,-92.36333,3.5,161.8,142.0,KENNY SHAVER,IMO12944990,WDK8101,57,12,209,18,3.1,57,A
367779490,2022-01-01T00:00:52,24.56187,-81.80151,0.0,153.5,511.0,DESTINY,,WDJ4622,37,,,,,,B
367541980,2022-01-01T00:00:01,30.43882,-91.22281,0.0,226.9,119.0,EUGENIE J HUGER,,WDG4974,31,12,22,,,57,A
367748320,2022-01-01T00:00:52,38.42640,-82.59651,0.0,220.2,155.0,ENERGY,,WDI9406,31,0,34,9,,91,A
367521810,2022-01-01T00:00:02,38.04821,-90.12053,4.9,14.0,511.0,LISA ANN,,WDG3036,31,15,17,,,31,A
368210950,2022-01-01T00:00:59,30.47411,-91.74447,0.0,35.9,326.0,CHRIS MILLER,IMO1307034,WDM4918,52,0,24,12,3.0,57,A
368091960,2022-01-01T00:01:04,40.57319,-73.88755,10.0,75.1,74.0,JEWEL OF THE HARBOR,IMO123456789,WDK8213,40,0,29,10,0.0,40,A
367062370,2022-01-01T00:01:04,30.07216,-90.89879,0.0,322.4,49.0,MR LEWIS,,WDC6864,31,0,23,8,,31,A
367679550,2022-01-01T00:01:09,29.95592,-92.72043,4.9,301.4,303.0,RANDOLPH C,,WDI2573,31,12,22,,,57,A
367445550,2022-01-01T00:00:21,40.74802,-74.01022,0.1,258.3,511.0,ATLANTICA,IMO8986119,WDF3913,60,5,45,10,,60,A
368076750,2022-01-01T00:01:09,47.65933,-122.37973,0.0,213.0,0.0,GLACIER BAY,IMO7917795,WDK6658,30,0,47,0,4.0,30,A
368199740,2022-01-01T00:00:00,29.29892,-94.84372,0.0,34.6,511.0,MARGARET K,IMO0691907,WDM3709,31,15,0,0,0.0,31,A
367519270,2022-01-01T00:01:10,29.87005,-89.94219,2.1,277.2,300.0,SILVER FOX,,WDG2787,31,5,20,7,,32,A
367060130,2022-01-01T00:00:02,29.46601,-94.96820,4.8,130.8,511.0,MISS AIMEE,,WAN9966,0,0,16,8,8.0,0,A
366967810,2022-01-01T00:01:10,33.06605,-79.13203,9.1,240.6,511.0,EMILE T,IMO8956750,WCY5115,31,0,21,7,,31,A
316026989,2022-01-01T00:00:02,49.33689,-123.60358,10.5,293.7,289.0,PACIFIC FURY,IMO7004988,VG6792,31,0,19,7,4.0,52,A
338760000,2022-01-01T00:01:07,30.38749,-81.46559,8.5,128.9,128.0,ISLA BELLA,IMO9680841,WTOI,70,0,233,32,10.4,71,A
367568460,2022-01-01T00:00:04,41.17469,-73.18503,0.1,234.9,511.0,GRAND REPUBLIC,IMO8986145,WDG7555,60,15,93,15,,60,A
338724000,2022-01-01T00:01:12,28.73866,-88.93519,7.7,109.3,113.0,ALICE MORAN,IMO7420429,WYN6272,31,0,36,10,4.3,52,A
366929710,2022-01-01T00:00:06,48.42175,-123.37211,0.1,150.1,130.0,COHO,IMO5076949,WM4599,60,0,104,22,3.8,60,A
367361210,2022-01-01T00:01:13,29.75661,-95.09351,6.9,210.5,210.0,SAN AUSTIN,,WDE5041,31,12,18,7,,57,A
367419770,2022-01-01T00:00:02,28.57523,-92.01572,8.9,106.4,511.0,MS JANE,IMO8978150,WDE9656,60,5,29,7,,70,A
316042022,2022-01-01T00:00:06,49.31194,-123.10680,0.0,8.6,355.0,SEASPAN RAPTOR,IMO9766994,.,52,0,24,11,5.8,52,A
367643820,2022-01-01T00:00:49,29.49502,-89.32025,1.9,116.7,511.0,JANAE' ALYSSA,,WDH7007,30,,20,,,,B
367621850,2022-01-01T00:00:52,29.71963,-90.11750,0.0,296.5,511.0,HERRING,IMO7948421,WDH4834,90,1,21,9,,90,A
368066030,2022-01-01T00:00:01,29.61764,-94.34010,4.1,61.8,59.0,DJP II,,WDK5758,0,12,27,9,2.7,0,A
367506840,2022-01-01T00:00:55,30.34416,-88.50741,0.0,360.0,511.0,SIGNET VALIANT,IMO8964551,WDF9598,31,15,24,9,,0,A
367066970,2022-01-01T00:00:02,18.43236,-66.10085,2.5,59.0,511.0,BROOKLYN MCALLISTER,IMO8602294,WSB4047,70,15,35,10,4.2,31,A
367740820,2022-01-01T00:00:00,45.66708,-122.76702,0.5,129.4,154.0,RELIEF,,WDI8657,60,0,12,4,,50,A
369970482,2022-01-01T00:00:30,38.98405,-76.46747,0.0,183.6,511.0,YP-708,,,99,5,,,,99,A
367458840,2022-01-01T00:00:01,25.76432,-80.13957,0.0,360.0,111.0,OSPREY,,WCZ9995,60,0,50,12,0.0,60,A
367728730,2022-01-01T00:00:53,28.69352,-95.95808,0.0,344.2,299.0,CONCHO,,WDI7438,31,12,25,10,,57,A
369970657,2022-01-01T00:00:01,35.07297,-90.11841,0.0,279.4,194.0,GEORGE C GRUGETT,,AENJ,31,0,34,10,,31,A
367107320,2022-01-01T00:00:02,30.31831,-81.63090,0.0,272.7,511.0,WOLLOCHET,,WDC9839,31,15,21,7,,52,A
371660000,2022-01-01T00:00:02,29.98245,-93.88287,5.8,101.0,102.0,GAS FRIEND,IMO9321225,3EDU7,80,0,230,36,10.8,84,A
367490530,2022-01-01T00:00:00,29.37522,-94.86635,0.0,302.4,511.0,JERRY DOG MCLAIN,,WDF8019,31,12,23,10,,57,A
367537960,2022-01-01T00:00:04,37.79055,-122.28787,0.0,172.4,511.0,POINT LOBOS,,WDG4571,90,0,31,,,52,A
366939780,2022-01-01T00:00:10,41.70454,-71.16432,0.0,254.4,327.0,AMY MORAN,IMO7303865,WBO5109,31,0,32,9,4.3,52,A
367756210,2022-01-01T00:00:02,30.17469,-93.31738,3.4,7.5,511.0,WECK DUNLAP,,WDJ2204,31,0,16,6,,33,A
338181008,2022-01-01T00:00:10,33.71418,-118.06259,0.0,11.1,511.0,JANICE O,,,37,,15,,,,B
366953930,2022-01-01T00:00:04,40.64085,-74.12898,0.0,232.0,511.0,MATTHEW TIBBETTS,IMO8986949,WDB8156,31,0,29,8,3.3,52,A
368070320,2022-01-01T00:00:15,40.73041,-74.01426,0.0,209.9,511.0,HORNBLOWER INFINITY,,WDK6001,60,5,57,14,4.5,60,A
367340680,2022-01-01T00:00:08,43.65619,-70.24768,0.0,360.0,511.0,MACHIGONNE II,,WBT2391,60,0,35,11,,60,A
338117192,2022-01-01T00:00:48,38.77470,-76.56411,0.0,0.0,511.0,LIBERTY,,,37,,15,4,,,B
367097210,2022-01-01T00:00:16,47.67915,-122.41012,0.0,120.7,511.0,JAUNU,,WDH5264,37,,13,,,,B
367448590,2022-01-01T00:00:01,29.74925,-95.16710,0.1,236.5,511.0,RHONDA E,,WDF4153,31,15,14,6,,0,A
367737750,2022-01-01T00:00:36,47.80962,-122.39038,0.0,308.1,511.0,LEGACY,,WDI8354,37,,,,,,B
255806500,2022-01-01T00:00:31,40.50198,-73.48860,0.0,112.4,209.0,MSC NAOMI,IMO9704984,CQEV9,71,1,300,48,12.9,71,A
367602730,2022-01-01T00:00:41,21.31361,-157.86667,0.0,236.0,511.0,RISING PHOENIX,IMO7933701,WDH2941,30,,22,6,,,B
316023605,2022-01-01T00:01:09,49.23075,-122.77137,0.0,218.2,32.0,HARKEN NO 7,IMO7233266,,31,0,22,7,,32,A
244638000,2022-01-01T00:00:49,29.74689,-95.18321,0.0,225.5,86.0,ONEGO DEUSTO,IMO9399129,PCSO,70,5,132,16,7.3,70,A
367110550,2022-01-01T00:01:10,42.24694,-70.96662,0.0,174.9,511.0,JAMES K GOODWIN,,WDJ7743,60,0,29,7,,69,A
367648150,2022-01-01T00:00:07,33.39631,-77.61195,7.5,245.4,253.0,HOLLYWOOD,IMO8428674,WDH7440,31,0,30,10,4.4,31,A
316019447,2022-01-01T00:00:09,49.11813,-123.16412,0.0,338.1,511.0,VIKING CAVALIER,IMO7803114,CFG7420,30,7,23,7,3.4,30,A
367183360,2022-01-01T00:01:11,46.28288,-124.31398,5.3,165.6,158.0,OLYMPIC SCOUT,,WDD7216,31,0,27,8,,31,A
219000034,2022-01-01T00:00:03,38.98594,-72.57825,16.4,82.7,82.0,JS INEOS INGENUITY,IMO9685437,OWHX2,80,0,180,,,80,A
367661820,2022-01-01T00:00:00,29.82999,-90.06785,0.0,325.8,130.0,MISTER MAC,,WDH8821,31,12,22,,,57,A
367480010,2022-01-01T00:00:00,48.15853,-122.67248,2.6,347.9,345.0,WSF SALISH,IMO9618329,WDF6992,60,0,83,19,3.2,60,A
367415010,2022-01-01T00:00:02,30.08212,-90.90557,5.0,328.6,511.0,CAJOLE,,WDE9234,52,0,21,8,2.5,52,A
367693690,2022-01-01T00:00:03,33.02150,-117.66728,10.3,322.1,324.0,KELLY C,IMO7035327,WDI3956,31,0,26,8,3.6,31,A
366997880,2022-01-01T00:00:53,29.96450,-90.27617,0.1,139.0,252.0,PARACLETE,IMO8635849,WDC2800,31,0,20,7,,57,A
367715840,2022-01-01T00:00:03,27.87220,-97.04465,0.0,210.6,194.0,LOUISA FRANCES,,WDI6155,31,12,21,9,,31,A
368183130,2022-01-01T00:00:58,30.77113,-88.02515,0.0,1.9,1.0,GRETCHEN V. COOPER,,WDL9887,31,15,32,10,0.0,31,A
367389640,2022-01-01T00:00:04,37.81953,-122.46958,6.6,84.2,511.0,OSKI,,WYD3004,60,0,21,7,,40,A
368131310,2022-01-01T00:00:55,41.64300,-87.47160,0.0,307.8,359.0,MAGGIE RAE,IMO1300900,WDL4426,57,5,130,18,2.9,57,A
367638480,2022-01-01T00:00:05,48.75453,-122.49340,0.0,199.4,511.0,OCEAN HUNTER,IMO8705852,WDH6487,30,0,25,7,,30,A
366904210,2022-01-01T00:01:04,37.92228,-122.41093,0.0,176.9,325.0,ANN T CHERAMIE,IMO8983040,WDB4957,31,11,33,10,,52,A
636015666,2022-01-01T00:01:04,29.33039,-79.23634,15.1,355.9,355.0,MOL ANCHORAGE,IMO9619440,D5CC9,70,0,299,48,14.5,70,A
368007170,2022-01-01T00:00:05,35.01798,-76.70949,0.0,149.0,511.0,BUDDHA MOON,,WDJ7485,36,,,,,,B
338060000,2022-01-01T00:01:10,37.67285,-74.75242,9.0,226.7,224.0,REGULUS,IMO9582324,WDG8927,90,0,75,17,5.2,90,A
367399740,2022-01-01T00:00:10,33.71833,-118.27804,0.0,183.4,511.0,TRANQUILO,,WCZ3100,37,,16,5,,,B
367693160,2022-01-01T00:01:10,29.58118,-90.59743,0.0,360.0,1.0,CECIL V NEAL,,WDI3906,31,0,23,,,57,A
368049580,2022-01-01T00:00:18,47.26561,-122.36718,0.0,77.0,324.0,NOLA GAIL,IMO7128679,WDK3878,31,5,32,10,5.0,31,A
369970657,2022-01-01T00:01:11,35.07297,-90.11841,0.0,276.7,193.0,GEORGE C GRUGETT,,AENJ,31,0,34,10,,31,A
367078680,2022-01-01T00:00:30,48.65286,-123.39384,0.1,267.5,511.0,DAWN TREADER 7,,WDC7896,37,,23,6,,,B
367012640,2022-01-01T00:01:11,39.71683,-75.51657,0.1,240.7,511.0,LINDSEY,IMO8973021,WDC3699,31,0,21,9,,52,A
316031354,2022-01-01T00:00:01,42.90864,-82.45834,0.7,20.3,16.0,CAPT. HENRY JACKMAN,IMO9619294,VECA,70,0,226,24,7.1,70,A
338184269,2022-01-01T00:01:11,29.32069,-94.77590,0.0,360.0,511.0,A FRAYED KNOT,,,37,,14,,,,B
367448590,2022-01-01T00:01:12,29.74926,-95.16711,0.1,249.6,511.0,RHONDA E,,WDF4153,31,15,14,6,,0,A
367080420,2022-01-01T00:01:12,42.11129,-70.15401,8.3,74.5,511.0,HARMONY,IMO8819794,WDC8015,30,,28,7,,,B
368131890,2022-01-01T00:01:03,30.29638,-91.31681,4.7,165.2,166.0,AYDEN PHILIP,IMO1001281793,WDL4486,57,0,207,18,3.1,57,A
366936680,2022-01-01T00:01:06,29.90480,-90.11513,0.0,231.7,284.0,DENNIS ROSS,,WDB7118,31,12,31,9,,57,A
366890710,2022-01-01T00:00:01,31.12654,-81.40034,0.0,262.0,511.0,MR JONAH,IMO8971841,WDB3733,31,11,41,10,,32,A
367078850,2022-01-01T00:00:04,40.66907,-73.99877,0.0,217.5,273.0,ROBERT BURTON,IMO8644369,WDC7911,31,0,20,6,,52,A
368502516,2022-01-01T00:01:11,29.25938,-89.35791,0.0,272.6,511.0,SHELF ACHIEVER,IMO0001242,WDF4620,60,0,37,9,0.0,60,A
367650000,2022-01-01T00:00:03,47.63452,-122.32796,0.0,360.0,198.0,ALASKA ENDEAVOR,IMO7933555,WDF7174,30,15,34,9,,30,A
316014750,2022-01-01T00:00:08,49.29873,-123.02898,0.0,22.2,179.0,VIKING ALLIANCE,IMO9137454,VAS2018,30,0,41,11,6.0,30,A
367537960,2022-01-01T00:01:12,37.79055,-122.28786,0.0,180.6,511.0,POINT LOBOS,,WDG4571,90,0,31,,,52,A
3669881,2022-01-01T00:00:03,43.26182,-79.06388,0.0,360.0,511.0,,,,0,15,0,0,0.0,0,A
367346750,2022-01-01T00:00:07,47.65644,-122.36676,0.0,338.3,511.0,FOUR DAUGHTERS,IMO8854768,WDE3973,30,0,25,7,,30,A
368222360,2022-01-01T00:00:07,36.83047,-75.97756,0.0,360.0,511.0,SEAWARD 20,IMO1061192,WDM6120,33,0,8,3,0.0,33,A
255806335,2022-01-01T00:00:37,33.73306,-118.24462,0.0,329.5,70.0,MSC ARIES,IMO9857169,CQEB4,74,5,366,51,14.6,74,A
367007480,2022-01-01T00:00:50,28.73865,-95.81941,6.3,252.6,511.0,BROWN WATER I,,WDC3411,31,0,16,6,,31,A
